scene_id,condition,strategy,run_number,model,raw_node_precision,raw_node_recall,raw_node_f1,raw_edge_precision,raw_edge_recall,raw_edge_f1,final_node_precision,final_node_recall,final_node_f1,final_edge_precision,final_edge_recall,final_edge_f1,gold_node_count,gold_edge_count,raw_node_count,raw_edge_count,final_node_count,final_edge_count,ontology_conformance,relation_hallucination_rate,subject_hallucinations,object_hallucinations,evidence_hallucinations,schema_invalid_relations,runtime_seconds,execution_error,llm_extracted_edges,fallback_edges
indego_232cf338-98a7-4cdc-8683-417c0e2adf7a_s1,raw,layered,1,llama3.1:8b,0.2857,0.2105,0.2424,0.2,0.0952,0.129,0.2857,0.2105,0.2424,0.1333,0.0952,0.1111,19,21,14,10,14,15,1.0,0.0,0,0,4,0,107.489,,10,10
indego_232cf338-98a7-4cdc-8683-417c0e2adf7a_s1,raw,layered,2,llama3.1:8b,0.2857,0.2105,0.2424,0.2,0.0952,0.129,0.2857,0.2105,0.2424,0.1333,0.0952,0.1111,19,21,14,10,14,15,1.0,0.0,0,0,4,0,88.6133,,10,10
indego_user_15_411_2309_2_s1,raw,layered,1,llama3.1:8b,0.1538,0.1053,0.125,0.0,0.0,0.0,0.1538,0.1053,0.125,0.0,0.0,0.0,19,26,13,10,13,17,1.0,0.0,0,6,5,0,124.7737,,10,13
indego_user_15_411_2309_2_s1,raw,layered,2,llama3.1:8b,0.1538,0.1053,0.125,0.0,0.0,0.0,0.1538,0.1053,0.125,0.0,0.0,0.0,19,26,13,10,13,17,1.0,0.0,0,6,5,0,98.4533,,10,13
indego_user_15_412_2509_1_s1,raw,layered,1,llama3.1:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,42,0,0,0,0,1.0,0.0,0,0,0,0,181.1719,SubprocessTimeoutError: Isolated experiment call exceeded 180.0 seconds.,0,0
indego_user_15_412_2509_1_s1,raw,layered,2,llama3.1:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,42,0,0,0,0,1.0,0.0,0,0,0,0,181.0993,SubprocessTimeoutError: Isolated experiment call exceeded 180.0 seconds.,0,0
indego_user_14_user_16_407_1712_1_s1,raw,layered,1,llama3.1:8b,0.5714,0.6154,0.5926,0.25,0.1538,0.1905,0.5714,0.6154,0.5926,0.3,0.2308,0.2609,13,13,14,8,14,10,1.0,0.0,0,7,3,0,98.1942,,8,9
indego_user_14_user_16_407_1712_1_s1,raw,layered,2,llama3.1:8b,0.5714,0.6154,0.5926,0.25,0.1538,0.1905,0.5714,0.6154,0.5926,0.3,0.2308,0.2609,13,13,14,8,14,10,1.0,0.0,0,7,3,0,77.204,,8,9
indego_user_14_407_0110_1_s1,raw,layered,1,llama3.1:8b,0.1176,0.069,0.087,0.0,0.0,0.0,0.1176,0.069,0.087,0.0,0.0,0.0,29,41,17,10,17,14,1.0,0.0,0,9,0,0,134.7003,,10,13
indego_user_14_407_0110_1_s1,raw,layered,2,llama3.1:8b,0.1176,0.069,0.087,0.0,0.0,0.0,0.1176,0.069,0.087,0.0,0.0,0.0,29,41,17,10,17,14,1.0,0.0,0,9,0,0,103.1706,,10,13
indego_user_15_412_0110_1_s1,raw,layered,1,llama3.1:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,54,0,0,0,0,1.0,0.0,0,0,0,0,181.1088,SubprocessTimeoutError: Isolated experiment call exceeded 180.0 seconds.,0,0
indego_user_15_412_0110_1_s1,raw,layered,2,llama3.1:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,54,0,0,0,0,1.0,0.0,0,0,0,0,181.112,SubprocessTimeoutError: Isolated experiment call exceeded 180.0 seconds.,0,0
indego_user_14_user_15_411_1010_1_s1,raw,layered,1,llama3.1:8b,0.2857,0.08,0.125,0.0,0.0,0.0,0.2857,0.08,0.125,0.0,0.0,0.0,25,31,7,4,7,7,1.0,0.0,0,3,2,0,82.055,,4,6
indego_user_14_user_15_411_1010_1_s1,raw,layered,2,llama3.1:8b,0.2857,0.08,0.125,0.0,0.0,0.0,0.2857,0.08,0.125,0.0,0.0,0.0,25,31,7,4,7,7,1.0,0.0,0,3,2,0,50.875,,4,6
indego_user_2_407_2910_1_s1,raw,layered,1,llama3.1:8b,0.5556,0.1667,0.2564,0.0,0.0,0.0,0.5556,0.1667,0.2564,0.0,0.0,0.0,30,42,9,8,9,9,1.0,0.0,0,2,1,0,105.9962,,8,3
indego_user_2_407_2910_1_s1,raw,layered,2,llama3.1:8b,0.5556,0.1667,0.2564,0.0,0.0,0.0,0.5556,0.1667,0.2564,0.0,0.0,0.0,30,42,9,8,9,9,1.0,0.0,0,2,1,0,71.9516,,8,3
indego_user_14_412_02024_1_s1,raw,layered,1,llama3.1:8b,0.25,0.0952,0.1379,0.0,0.0,0.0,0.25,0.0952,0.1379,0.0,0.0,0.0,21,27,8,8,8,12,1.0,0.0,0,4,3,0,73.3166,,8,8
indego_user_14_412_02024_1_s1,raw,layered,2,llama3.1:8b,0.25,0.0952,0.1379,0.0,0.0,0.0,0.25,0.0952,0.1379,0.0,0.0,0.0,21,27,8,8,8,12,1.0,0.0,0,4,3,0,56.8209,,8,8
indego_user_14_412_02024_2_s1,raw,layered,1,llama3.1:8b,0.3333,0.4118,0.3684,0.0667,0.0455,0.0541,0.3333,0.4118,0.3684,0.0667,0.0909,0.0769,17,22,21,15,21,30,1.0,0.0,0,15,14,0,152.0575,,15,30
indego_user_14_412_02024_2_s1,raw,layered,2,llama3.1:8b,0.3333,0.4118,0.3684,0.0667,0.0455,0.0541,0.3333,0.4118,0.3684,0.0667,0.0909,0.0769,17,22,21,15,21,30,1.0,0.0,0,15,14,0,131.5894,,15,30
indego_user_17_user_15_451_0402_1_s3,raw,layered,1,llama3.1:8b,0.8182,0.9,0.8571,0.7143,0.3571,0.4762,0.8182,0.9,0.8571,0.7647,0.9286,0.8387,10,14,11,7,11,17,1.0,0.0,0,8,7,0,94.434,,7,17
indego_user_17_user_15_451_0402_1_s3,raw,layered,2,llama3.1:8b,0.8182,0.9,0.8571,0.7143,0.3571,0.4762,0.8182,0.9,0.8571,0.7647,0.9286,0.8387,10,14,11,7,11,17,1.0,0.0,0,8,7,0,72.98,,7,17
indego_user_14_411_2409_1_s1,raw,layered,1,llama3.1:8b,0.5,0.2941,0.3704,0.0,0.0,0.0,0.5,0.2941,0.3704,0.0833,0.0435,0.0571,34,46,20,1,20,24,1.0,0.0,0,12,11,0,173.2003,,1,35
indego_user_14_411_2409_1_s1,raw,layered,2,llama3.1:8b,0.5,0.2941,0.3704,0.0,0.0,0.0,0.5,0.2941,0.3704,0.0833,0.0435,0.0571,34,46,20,1,20,24,1.0,0.0,0,12,11,0,154.1029,,1,35
indego_user_14_414_1712_woodworking_2_s1,raw,layered,1,llama3.1:8b,0.6364,0.3182,0.4242,0.2,0.0385,0.0645,0.6364,0.3182,0.4242,0.1111,0.0385,0.0571,22,26,11,5,11,9,1.0,0.0,0,5,4,0,88.2776,,5,9
indego_user_14_414_1712_woodworking_2_s1,raw,layered,2,llama3.1:8b,0.6364,0.3182,0.4242,0.2,0.0385,0.0645,0.6364,0.3182,0.4242,0.1111,0.0385,0.0571,22,26,11,5,11,9,1.0,0.0,0,5,4,0,56.2298,,5,9
indego_user_15_414_0702_1_s11,raw,layered,1,llama3.1:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,16,15,5,15,14,1.0,0.0,0,8,7,0,114.8901,,5,16
indego_user_15_414_0702_1_s11,raw,layered,2,llama3.1:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,16,15,5,15,14,1.0,0.0,0,8,7,0,80.4738,,5,16
indego_warning_A_Task_08_s1,raw,layered,1,llama3.1:8b,1.0,0.75,0.8571,1.0,0.6,0.75,1.0,0.75,0.8571,0.5,0.6,0.5455,8,5,6,3,6,6,1.0,0.0,0,4,3,0,34.4015,,3,7
indego_warning_A_Task_08_s1,raw,layered,2,llama3.1:8b,1.0,0.75,0.8571,1.0,0.6,0.75,1.0,0.75,0.8571,0.5,0.6,0.5455,8,5,6,3,6,6,1.0,0.0,0,4,3,0,27.2202,,3,7
indego_warning_A_Task_19_s1,raw,layered,1,llama3.1:8b,0.875,0.875,0.875,0.8333,0.8333,0.8333,0.875,0.875,0.875,0.4545,0.8333,0.5882,8,6,8,6,8,11,1.0,0.0,0,6,5,0,41.9365,,6,11
indego_warning_A_Task_19_s1,raw,layered,2,llama3.1:8b,0.875,0.875,0.875,0.8333,0.8333,0.8333,0.875,0.875,0.875,0.4545,0.8333,0.5882,8,6,8,6,8,11,1.0,0.0,0,6,5,0,35.8422,,6,11
indego_user_16_414_2101_1_s2,auto_unified,layered,1,llama3.1:8b,0.2353,0.1379,0.1739,0.0,0.0,0.0,0.2353,0.1379,0.1739,0.0,0.0,0.0,29,30,17,11,17,24,1.0,0.0,0,10,9,0,90.7435,,11,23
indego_user_16_414_2101_1_s2,auto_unified,layered,2,llama3.1:8b,0.2353,0.1379,0.1739,0.0,0.0,0.0,0.2353,0.1379,0.1739,0.0,0.0,0.0,29,30,17,11,17,24,1.0,0.0,0,10,9,0,72.2844,,11,23
indego_user_14_1410_2110_2_s2,auto_unified,layered,1,llama3.1:8b,0.0556,0.0476,0.0513,0.0,0.0,0.0,0.0556,0.0476,0.0513,0.0,0.0,0.0,21,23,18,7,18,24,1.0,0.0,0,12,11,0,136.0441,,7,29
indego_user_14_1410_2110_2_s2,auto_unified,layered,2,llama3.1:8b,0.0556,0.0476,0.0513,0.0,0.0,0.0,0.0556,0.0476,0.0513,0.0,0.0,0.0,21,23,18,7,18,24,1.0,0.0,0,12,11,0,117.5775,,7,29
indego_user_14_user_17_411_2810_table_assembly_s1,auto_unified,layered,1,llama3.1:8b,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,8,6,8,6,8,7,1.0,0.0,0,4,0,0,61.0016,,6,5
indego_user_14_user_17_411_2810_table_assembly_s1,auto_unified,layered,2,llama3.1:8b,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,8,6,8,6,8,7,1.0,0.0,0,4,0,0,51.3938,,6,5
indego_user_15_user_17_410_2210_2_s1,auto_unified,layered,1,llama3.1:8b,0.3333,0.25,0.2857,0.0,0.0,0.0,0.3333,0.25,0.2857,0.0,0.0,0.0,8,9,6,3,6,3,1.0,0.0,0,3,0,0,47.725,,3,3
indego_user_15_user_17_410_2210_2_s1,auto_unified,layered,2,llama3.1:8b,0.3333,0.25,0.2857,0.0,0.0,0.0,0.3333,0.25,0.2857,0.0,0.0,0.0,8,9,6,3,6,3,1.0,0.0,0,3,0,0,37.8709,,3,3
indego_user_16_410_2110_2_s2,auto_unified,layered,1,llama3.1:8b,0.16,0.1176,0.1356,0.0,0.0,0.0,0.16,0.1176,0.1356,0.0,0.0,0.0,34,41,25,15,25,17,1.0,0.0,0,14,0,0,177.3873,,15,16
indego_user_16_410_2110_2_s2,auto_unified,layered,2,llama3.1:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,41,0,0,0,0,1.0,0.0,0,0,0,0,181.3334,SubprocessTimeoutError: Isolated experiment call exceeded 180.0 seconds.,0,0
indego_user_14_user_2_407_2210_1_s1,auto_unified,layered,1,llama3.1:8b,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,8,8,8,3,8,6,1.0,0.0,0,3,0,0,95.6264,,3,6
indego_user_14_user_2_407_2210_1_s1,auto_unified,layered,2,llama3.1:8b,0.125,0.125,0.125,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0,8,8,8,3,8,6,1.0,0.0,0,3,0,0,109.9475,,3,6
indego_user_16_414_2101_1_s1,auto_unified,layered,1,llama3.1:8b,0.4444,0.4,0.4211,0.0,0.0,0.0,0.4444,0.4,0.4211,0.0,0.0,0.0,10,9,9,5,9,10,1.0,0.0,0,6,5,0,143.5472,,5,11
indego_user_16_414_2101_1_s1,auto_unified,layered,2,llama3.1:8b,0.4444,0.4,0.4211,0.0,0.0,0.0,0.4444,0.4,0.4211,0.0,0.0,0.0,10,9,9,5,9,10,1.0,0.0,0,6,5,0,48.4778,,5,11
indego_user_15_451_2401_1_s4,auto_unified,layered,1,llama3.1:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,51,0,0,0,0,1.0,0.0,0,0,0,0,181.1662,SubprocessTimeoutError: Isolated experiment call exceeded 180.0 seconds.,0,0
indego_user_15_451_2401_1_s4,auto_unified,layered,2,llama3.1:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,51,0,0,0,0,1.0,0.0,0,0,0,0,181.1233,SubprocessTimeoutError: Isolated experiment call exceeded 180.0 seconds.,0,0
indego_user_15_414_0702_1_s1,auto_unified,layered,1,llama3.1:8b,0.25,0.1667,0.2,0.1667,0.0312,0.0526,0.25,0.1667,0.2,0.1,0.0312,0.0476,24,32,16,6,16,10,1.0,0.0,0,10,0,0,123.7979,,6,14
indego_user_15_414_0702_1_s1,auto_unified,layered,2,llama3.1:8b,0.25,0.1667,0.2,0.1667,0.0312,0.0526,0.25,0.1667,0.2,0.1,0.0312,0.0476,24,32,16,6,16,10,1.0,0.0,0,10,0,0,111.0386,,6,14
indego_user_14_414_2609_1_s1,auto_unified,layered,1,llama3.1:8b,0.2143,0.1034,0.1395,0.0,0.0,0.0,0.2143,0.1034,0.1395,0.0,0.0,0.0,29,38,14,9,14,16,1.0,0.0,0,7,1,0,96.4359,,9,14
indego_user_14_414_2609_1_s1,auto_unified,layered,2,llama3.1:8b,0.2143,0.1034,0.1395,0.0,0.0,0.0,0.2143,0.1034,0.1395,0.0,0.0,0.0,29,38,14,9,14,16,1.0,0.0,0,7,1,0,85.3183,,9,14
indego_user_15_user_1_0111_1_s1,auto_unified,layered,1,llama3.1:8b,0.1176,0.069,0.087,0.0,0.0,0.0,0.1176,0.069,0.087,0.0,0.0,0.0,29,41,17,6,17,17,1.0,0.0,0,10,9,0,116.812,,6,21
indego_user_15_user_1_0111_1_s1,auto_unified,layered,2,llama3.1:8b,0.1176,0.069,0.087,0.0,0.0,0.0,0.1176,0.069,0.087,0.0,0.0,0.0,29,41,17,6,17,17,1.0,0.0,0,10,9,0,105.1635,,6,21
indego_user_16_user_2_0111_1_s1,auto_unified,layered,1,llama3.1:8b,0.4375,0.25,0.3182,0.125,0.0278,0.0455,0.4375,0.25,0.3182,0.0667,0.0278,0.0392,28,36,16,8,16,15,1.0,0.0,0,8,8,0,91.1233,,8,15
indego_user_16_user_2_0111_1_s1,auto_unified,layered,2,llama3.1:8b,0.4375,0.25,0.3182,0.125,0.0278,0.0455,0.4375,0.25,0.3182,0.0667,0.0278,0.0392,28,36,16,8,16,15,1.0,0.0,0,8,8,0,77.8343,,8,15
indego_7020e12d-d5a2-4f01-beab-94f38d887eca_s2,auto_unified,layered,1,llama3.1:8b,0.4286,1.0,0.6,0.2,0.5,0.2857,0.4286,1.0,0.6,0.2857,1.0,0.4444,3,2,7,5,7,7,1.0,0.0,0,0,1,0,84.1602,,5,4
indego_7020e12d-d5a2-4f01-beab-94f38d887eca_s2,auto_unified,layered,2,llama3.1:8b,0.4286,1.0,0.6,0.2,0.5,0.2857,0.4286,1.0,0.6,0.2857,1.0,0.4444,3,2,7,5,7,7,1.0,0.0,0,0,1,0,49.6219,,5,4
indego_user_15_411_2309_2_1_s1,auto_unified,layered,1,llama3.1:8b,0.2222,0.125,0.16,0.0,0.0,0.0,0.2222,0.125,0.16,0.0,0.0,0.0,16,24,9,9,9,11,1.0,0.0,0,4,0,0,104.221,,9,6
indego_user_15_411_2309_2_1_s1,auto_unified,layered,2,llama3.1:8b,0.2222,0.125,0.16,0.0,0.0,0.0,0.2222,0.125,0.16,0.0,0.0,0.0,16,24,9,9,9,11,1.0,0.0,0,4,0,0,66.9026,,9,6
indego_user_14_user_1_1410_2_s1,auto_unified,layered,1,llama3.1:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,25,6,1,6,6,1.0,0.0,0,5,4,0,76.0246,,1,9
indego_user_14_user_1_1410_2_s1,auto_unified,layered,2,llama3.1:8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,25,6,1,6,6,1.0,0.0,0,5,4,0,34.0311,,1,9
indego_user_14_user_15_2410_1_s1,auto_unified,layered,1,llama3.1:8b,0.0909,0.0556,0.069,0.0,0.0,0.0,0.0909,0.0556,0.069,0.0,0.0,0.0,18,19,11,4,11,14,1.0,0.0,0,7,6,0,110.1316,,4,14
indego_user_14_user_15_2410_1_s1,auto_unified,layered,2,llama3.1:8b,0.0909,0.0556,0.069,0.0,0.0,0.0,0.0909,0.0556,0.069,0.0,0.0,0.0,18,19,11,4,11,14,1.0,0.0,0,7,6,0,75.0344,,4,14
indego_232cf338-98a7-4cdc-8683-417c0e2adf7a_s1,auto_unified,layered,1,llama3.1:8b,0.3333,0.1579,0.2143,0.2,0.0476,0.0769,0.3333,0.1579,0.2143,0.125,0.0476,0.069,19,21,9,5,9,8,1.0,0.0,0,0,3,0,76.8526,,5,7
indego_232cf338-98a7-4cdc-8683-417c0e2adf7a_s1,auto_unified,layered,2,llama3.1:8b,0.3333,0.1579,0.2143,0.2,0.0476,0.0769,0.3333,0.1579,0.2143,0.125,0.0476,0.069,19,21,9,5,9,8,1.0,0.0,0,0,3,0,41.1847,,5,7
indego_user_15_411_2309_2_s1,auto_unified,layered,1,llama3.1:8b,0.25,0.1579,0.1935,0.0,0.0,0.0,0.25,0.1579,0.1935,0.0,0.0,0.0,19,26,12,4,12,11,1.0,0.0,0,4,3,0,110.8248,,4,11
indego_user_15_411_2309_2_s1,auto_unified,layered,2,llama3.1:8b,0.25,0.1579,0.1935,0.0,0.0,0.0,0.25,0.1579,0.1935,0.0,0.0,0.0,19,26,12,4,12,11,1.0,0.0,0,4,3,0,59.7252,,4,11
indego_user_15_412_2509_1_s1,auto_unified,layered,1,llama3.1:8b,0.1111,0.0312,0.0488,0.0,0.0,0.0,0.1111,0.0312,0.0488,0.0,0.0,0.0,32,42,9,4,9,8,1.0,0.0,0,4,3,0,121.1647,,4,7
indego_user_15_412_2509_1_s1,auto_unified,layered,2,llama3.1:8b,0.1111,0.0312,0.0488,0.0,0.0,0.0,0.1111,0.0312,0.0488,0.0,0.0,0.0,32,42,9,4,9,8,1.0,0.0,0,4,3,0,71.9166,,4,7
indego_user_14_user_16_407_1712_1_s1,auto_unified,layered,1,llama3.1:8b,0.5455,0.4615,0.5,0.3333,0.1538,0.2105,0.5455,0.4615,0.5,0.3077,0.3077,0.3077,13,13,11,6,11,13,1.0,0.0,0,7,6,0,91.5385,,6,14
indego_user_14_user_16_407_1712_1_s1,auto_unified,layered,2,llama3.1:8b,0.5455,0.4615,0.5,0.3333,0.1538,0.2105,0.5455,0.4615,0.5,0.3077,0.3077,0.3077,13,13,11,6,11,13,1.0,0.0,0,7,6,0,62.9338,,6,14
indego_user_14_407_0110_1_s1,auto_unified,layered,1,llama3.1:8b,0.2,0.069,0.1026,0.0,0.0,0.0,0.2,0.069,0.1026,0.0,0.0,0.0,29,41,10,6,10,11,1.0,0.0,0,8,7,0,129.7302,,6,10
indego_user_14_407_0110_1_s1,auto_unified,layered,2,llama3.1:8b,0.2,0.069,0.1026,0.0,0.0,0.0,0.2,0.069,0.1026,0.0,0.0,0.0,29,41,10,6,10,11,1.0,0.0,0,8,7,0,88.8777,,6,10
indego_user_15_412_0110_1_s1,auto_unified,layered,1,llama3.1:8b,0.2222,0.0488,0.08,0.0,0.0,0.0,0.2222,0.0488,0.08,0.0,0.0,0.0,41,54,9,4,9,5,1.0,0.0,0,5,0,0,134.8397,,4,6
indego_user_15_412_0110_1_s1,auto_unified,layered,2,llama3.1:8b,0.2222,0.0488,0.08,0.0,0.0,0.0,0.2222,0.0488,0.08,0.0,0.0,0.0,41,54,9,4,9,5,1.0,0.0,0,5,0,0,73.1638,,4,6
indego_user_14_user_15_411_1010_1_s1,auto_unified,layered,1,llama3.1:8b,0.2857,0.08,0.125,0.0,0.0,0.0,0.2857,0.08,0.125,0.0,0.0,0.0,25,31,7,1,7,3,1.0,0.0,0,3,2,0,73.0902,,1,5
indego_user_14_user_15_411_1010_1_s1,auto_unified,layered,2,llama3.1:8b,0.2857,0.08,0.125,0.0,0.0,0.0,0.2857,0.08,0.125,0.0,0.0,0.0,25,31,7,1,7,3,1.0,0.0,0,3,2,0,38.8505,,1,5
indego_user_2_407_2910_1_s1,auto_unified,layered,1,llama3.1:8b,0.5,0.2,0.2857,0.0,0.0,0.0,0.5,0.2,0.2857,0.0,0.0,0.0,30,42,12,8,12,9,1.0,0.0,0,2,1,0,124.8754,,8,3
indego_user_2_407_2910_1_s1,auto_unified,layered,2,llama3.1:8b,0.5,0.2,0.2857,0.0,0.0,0.0,0.5,0.2,0.2857,0.0,0.0,0.0,30,42,12,8,12,9,1.0,0.0,0,2,1,0,68.3701,,8,3
indego_user_14_412_02024_1_s1,auto_unified,layered,1,llama3.1:8b,0.375,0.1429,0.2069,0.0,0.0,0.0,0.375,0.1429,0.2069,0.0,0.0,0.0,21,27,8,6,8,12,1.0,0.0,0,4,3,0,57.9746,,6,10
indego_user_14_412_02024_1_s1,auto_unified,layered,2,llama3.1:8b,0.375,0.1429,0.2069,0.0,0.0,0.0,0.375,0.1429,0.2069,0.0,0.0,0.0,21,27,8,6,8,12,1.0,0.0,0,4,3,0,39.4793,,6,10
indego_user_14_412_02024_2_s1,auto_unified,layered,1,llama3.1:8b,0.25,0.1176,0.16,0.0,0.0,0.0,0.25,0.1176,0.16,0.0,0.0,0.0,17,22,8,6,8,10,1.0,0.0,0,4,0,0,67.1405,,6,7
indego_user_14_412_02024_2_s1,auto_unified,layered,2,llama3.1:8b,0.25,0.1176,0.16,0.0,0.0,0.0,0.25,0.1176,0.16,0.0,0.0,0.0,17,22,8,4,8,11,1.0,0.0,0,4,3,0,47.0219,,4,10
indego_user_17_user_15_451_0402_1_s3,auto_unified,layered,1,llama3.1:8b,0.7273,0.8,0.7619,0.0,0.0,0.0,0.7273,0.8,0.7619,0.7778,0.5,0.6087,10,14,11,2,11,9,1.0,0.0,0,8,7,0,86.054,,2,14
indego_user_17_user_15_451_0402_1_s3,auto_unified,layered,2,llama3.1:8b,0.7273,0.8,0.7619,0.0,0.0,0.0,0.7273,0.8,0.7619,0.7778,0.5,0.6087,10,14,11,2,11,9,1.0,0.0,0,8,7,0,37.7374,,2,14
indego_user_14_411_2409_1_s1,auto_unified,layered,1,llama3.1:8b,0.7273,0.2353,0.3556,0.0,0.0,0.0,0.7273,0.2353,0.3556,0.0,0.0,0.0,34,46,11,7,11,9,1.0,0.0,0,3,2,0,94.3094,,7,5
indego_user_14_411_2409_1_s1,auto_unified,layered,2,llama3.1:8b,0.7273,0.2353,0.3556,0.0,0.0,0.0,0.7273,0.2353,0.3556,0.0,0.0,0.0,34,46,11,7,11,9,1.0,0.0,0,3,2,0,68.1478,,7,5
indego_user_14_414_1712_woodworking_2_s1,auto_unified,layered,1,llama3.1:8b,0.4545,0.2273,0.303,0.0,0.0,0.0,0.4545,0.2273,0.303,0.0,0.0,0.0,22,26,11,6,11,10,1.0,0.0,0,4,3,0,74.6881,,6,8
indego_user_14_414_1712_woodworking_2_s1,auto_unified,layered,2,llama3.1:8b,0.4545,0.2273,0.303,0.0,0.0,0.0,0.4545,0.2273,0.303,0.0,0.0,0.0,22,26,11,6,11,10,1.0,0.0,0,4,3,0,48.4403,,6,8
indego_user_15_414_0702_1_s11,auto_unified,layered,1,llama3.1:8b,0.1333,0.1429,0.1379,0.0,0.0,0.0,0.1333,0.1429,0.1379,0.0,0.0,0.0,14,16,15,4,15,16,1.0,0.0,0,8,7,0,109.2503,,4,19
indego_user_15_414_0702_1_s11,auto_unified,layered,2,llama3.1:8b,0.1333,0.1429,0.1379,0.0,0.0,0.0,0.1333,0.1429,0.1379,0.0,0.0,0.0,14,16,15,4,15,16,1.0,0.0,0,8,7,0,58.3438,,4,19
indego_warning_A_Task_08_s1,auto_unified,layered,1,llama3.1:8b,1.0,0.625,0.7692,0.0,0.0,0.0,1.0,0.625,0.7692,0.1667,0.2,0.1818,8,5,5,5,5,6,1.0,0.0,0,4,0,0,42.1663,,5,5
indego_warning_A_Task_08_s1,auto_unified,layered,2,llama3.1:8b,1.0,0.625,0.7692,0.0,0.0,0.0,1.0,0.625,0.7692,0.1667,0.2,0.1818,8,5,5,5,5,6,1.0,0.0,0,4,0,0,34.4455,,5,5
indego_warning_A_Task_19_s1,auto_unified,layered,1,llama3.1:8b,0.7778,0.875,0.8235,0.6667,0.6667,0.6667,0.7778,0.875,0.8235,0.4167,0.8333,0.5556,8,6,9,6,9,12,1.0,0.0,0,6,5,0,62.2467,,6,12
indego_warning_A_Task_19_s1,auto_unified,layered,2,llama3.1:8b,0.7778,0.875,0.8235,0.6667,0.6667,0.6667,0.7778,0.875,0.8235,0.4167,0.8333,0.5556,8,6,9,6,9,12,1.0,0.0,0,6,5,0,47.3794,,6,12
indego_user_16_414_2101_1_s2,reviewed_unified,layered,1,llama3.1:8b,0.9655,0.9655,0.9655,0.9412,0.5333,0.6809,0.9655,0.9655,0.9655,0.8056,0.9667,0.8788,29,30,29,17,29,36,1.0,0.0,0,14,13,0,162.7821,,17,33
indego_user_16_414_2101_1_s2,reviewed_unified,layered,2,llama3.1:8b,0.9655,0.9655,0.9655,0.9412,0.5333,0.6809,0.9655,0.9655,0.9655,0.8056,0.9667,0.8788,29,30,29,17,29,36,1.0,0.0,0,14,13,0,129.5307,,17,33
indego_user_14_1410_2110_2_s2,reviewed_unified,layered,1,llama3.1:8b,1.0,1.0,1.0,1.0,0.5652,0.7222,1.0,1.0,1.0,0.8846,1.0,0.9388,21,23,21,13,21,26,1.0,0.0,0,11,10,0,110.8089,,13,24
indego_user_14_1410_2110_2_s2,reviewed_unified,layered,2,llama3.1:8b,1.0,1.0,1.0,1.0,0.5652,0.7222,1.0,1.0,1.0,0.8846,1.0,0.9388,21,23,21,13,21,26,1.0,0.0,0,11,10,0,96.2619,,13,24
indego_user_14_user_17_411_2810_table_assembly_s1,reviewed_unified,layered,1,llama3.1:8b,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,8,6,8,6,8,6,1.0,0.0,0,3,0,0,55.2927,,6,3
indego_user_14_user_17_411_2810_table_assembly_s1,reviewed_unified,layered,2,llama3.1:8b,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,8,6,8,6,8,6,1.0,0.0,0,3,0,0,40.3873,,6,3
indego_user_15_user_17_410_2210_2_s1,reviewed_unified,layered,1,llama3.1:8b,1.0,1.0,1.0,0.6667,0.4444,0.5333,1.0,1.0,1.0,0.6667,0.4444,0.5333,8,9,8,6,8,6,1.0,0.0,0,3,0,0,52.345,,6,3
indego_user_15_user_17_410_2210_2_s1,reviewed_unified,layered,2,llama3.1:8b,1.0,1.0,1.0,0.6667,0.4444,0.5333,1.0,1.0,1.0,0.6667,0.4444,0.5333,8,9,8,6,8,6,1.0,0.0,0,3,0,0,40.8563,,6,3
